id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;n_photos;City MPG;Drivetrain;Engine;Exterior Color;Fuel Type;Highway MPG;Interior Color;Mileage;Stock;Transmission;VIN
764834233.html;$43,040;$44,540;;;4.8;1125;4.8;21 reviews;32;18;FWD;3.6L V6 24V MPFI DOHC;Brilliant Black Crystal Pearlcoat;Gasoline;28;Black;0;40724;9-Speed Automatic;2C4RC1AG8KR643933
761296574.html;$34,485;;$34988;Fair Price;5;19;4.8;105 reviews;32;16;4WD;3.6 L;Billet Silver Metallic Clearcoat;Gasoline;21;Black;52,516;000P0665;Automatic;1C4BJWFG4FL503275
752708927.html;$39,563;$46,180;;;4.9;212;4.8;99 reviews;30;19;FWD;3.3L V6 24V GDI DOHC;Snow White Pearl;Gasoline;24;Satin Black;5;R3952;8-Speed Automatic;5XYPK4A51KG530677
750342968.html;$72,055;$72,055;;;4.9;599;4.4;25 reviews;32;20;RWD;3.0L V6 BiTurbo;Red;Gasoline;28;Beige;126;M074850;9-Speed Automatic;WDD1J6HB8KF074850
767259017.html;$16,400;;;Good Deal;4.6;289;4.4;14 reviews;29;;FWD;2.4L I4 16V MPFI DOHC Hybrid;Black;Hybrid;;Beige;30,302;2000253983;6-Speed Automatic;KNAGM4AD1G5093195
748730979.html;$24,153;$28,015;;;4.9;212;4.9;50 reviews;30;27;FWD;1.6L I4 16V GDI DOHC Turbo;Sparkling Silver;Gasoline;37;Black;5;R3907;7-Speed Automatic with Auto-Shift;5XXGU4L14KG295488
764094938.html;$39,580;$41,580;;;4.8;1125;4.8;15 reviews;32;17;4WD;2.0L I4 16V GDI DOHC Turbo;Granite Crystal Clearcoat Metallic;Gasoline;23;Black;0;40648;8-Speed Automatic;1C4HJXDN8KW562274
752719014.html;$38,755;$38,755;;;5;932;4.7;82 reviews;13;18;FWD;V6 Cylinder Engine 3.5L;Modern Steel Metallic;Gasoline;26;Black;11;9H0142;AUTOMATIC;5FNYF5H59KB011310
751130244.html;$13,540;;;Good Deal;4.7;359;4.7;50 reviews;60;25;All Wheel Drive;1.6L 4 CYLINDER;White;Gasoline;30;Black;51,000;ET480963;5-Speed CVT;JN8AF5MV2ET480963
754243268.html;$24,955;$24,955;;;3.5;14;4.3;32 reviews;20;55;FWD;1.5 L;White Orchid Pearl;Hybrid;49;;11;H12442A;Variable;19XZE4F56KE012442
766680630.html;$49,780;$51,280;;;4.6;122;4.7;19 reviews;19;17;AWD;3.6L V6 24V GDI DOHC;Pure White;Gasoline;23;Black;5;533603;8-Speed Automatic;1V2NR2CA3KC533603
759309256.html;$14,999;;;Great Deal;4.9;287;4.9;633 reviews;19;28;FWD;2.0L I4 16V MPFI DOHC;Modern Steel Metallic;Gasoline;40;Gray;12,371;P9296;Automatic CVT;19XFC2F53HE077657
752123961.html;$25,486;$29,125;;;5;23;4.6;42 reviews;18;28;FWD;2.5L I4 16V GDI DOHC;Storm Blue;Gasoline;39;Charcoal;10;N111067;Automatic CVT;1N4BL4DV9KC111067
763834859.html;$33,500;;$34000;Good Deal;4.8;236;4.6;65 reviews;25;;All Wheel Drive;3.5L V6 Cylinder Engine;Still Night Pearl;Gasoline;;Full Red;16,944;181467A;Automatic;19UUB3F64JA005384
764019332.html;$36,900;;;Good Deal;4.8;114;4.3;3 reviews;32;;Four Wheel Drive;6.6L 8 CYLINDER;Summit White;Diesel;;Cocoa/Light Cashmere;130,648;283166;6-Speed Automatic;1GT125E85EF143606
765235203.html;$38,805;;;;4.6;409;4.7;82 reviews;18;18;FWD;3.5L V6 24V GDI SOHC;White;Gasoline;26;;10;H191058;6-Speed Automatic;5FNYF5H59KB030066
767413669.html;$17,981;;;Great Deal;4.8;69;4.6;52 reviews;44;16;FWD;3.6L V6 24V GDI DOHC;White Opal;Gasoline;22;Choccachino;97,582;TFJ105294;6-Speed Automatic;5GAKRBKD9FJ105294
764945295.html;$26,570;$30,320;;;4.8;1125;5;9 reviews;32;17;FWD;3.6L V6 24V MPFI DOHC;White Knuckle Clearcoat;E85 Flex Fuel;25;Black / Light Graystone;0;40687;Automatic;2C4RDGBG5KR642091
764087126.html;$31,788;$34,106;;;5;6;4.7;80 reviews;22;28;FWD;2.5 L;Midnight Black Metallic/Wind Chill Pearl;Gasoline;39;Black;1;00N35011;Automatic;4T1B61HK5KU219059
751060378.html;$18,815;$19,370;;;5;169;4.4;45 reviews;20;;FWD;1.6L I4 16V MPFI DOHC;Gun Metallic;Gasoline;;Charcoal;0;N18389T;Automatic CVT;3N1CP5CU5JL531724
766101334.html;$37,995;;$38995;Good Deal;4.8;1086;4.8;18 reviews;46;;RWD;Premium Unleaded V-8 5.6 L/339;Black Obsidian;Gasoline;;Graphite;47,752;30571;7-Speed Automatic w/OD;JN8AZ2NF7F9574297
754011566.html;$19,989;;$20989;Good Deal;4.9;701;4.6;258 reviews;29;26;FWD;2.4L I4 16V GDI DOHC;White Diamond Pearl;Gasoline;33;Black;29,456;HK3530;Automatic CVT;5J6RM3H45GL002365
763461600.html;$40,227;$44,435;;;5;19;5;1 reviews;32;20;FWD;3.5 L;Pearl White Tricoat;Gasoline;30;Rakuda Tan;10;0NC19084;Variable;1N4AA6AV4KC370101
765484841.html;$13,000;;;Good Deal;5;19;4.5;99 reviews;32;20;FWD;3.6L;Onyx Black;E85 Flex Fuel;29;Jet Black;101,825;NT18171A;Automatic;2GKFLWE39D6294832
764983715.html;$16,400;;;Good Deal;4.9;538;4.7;232 reviews;20;26;FWD;2.5L I4 16V GDI DOHC;Jet Black Mica;Gasoline;33;Black;63,840;634276R;6-Speed Automatic;JM3KE2CY8G0634276
764816356.html;$20,960;;;Good Deal;5;23;4.7;102 reviews;32;19;RWD;2.5L I4 16V MPFI DOHC;Glacier White;Gasoline;23;Beige;6,924;N727702A;5-Speed Automatic;1N6BD0CT2HN739546
760113177.html;$18,193;$20,415;;;5;19;5;33 reviews;32;27;FWD;1.8 L;Fresh Powder;Gasoline;35;Charcoal;2;0NC19067;Variable;3N1AB7AP0KY275141
757087936.html;$17,740;;;Great Deal;4.7;359;4.6;86 reviews;57;21;Front Wheel Drive;2.4L 4 CYLINDER;Black;E85 Flex Fuel;31;Black;22,059;H6318858;6-Speed Automatic;2GKALNEK4H6318858
764117404.html;$30,384;;;Good Deal;4.8;1125;4.6;63 reviews;37;19;RWD;3.5L V6 24V PDI DOHC;Silver Sky Metallic;Gasoline;24;Gray;1,952;CM082543;6-Speed Automatic;3TMAZ5CN8KM082543
759407051.html;$39,735;$43,235;;;5;68;4.9;19 reviews;13;18;Front-wheel Drive;V-6 cyl;Circuit Silver;Gasoline;23;;3;9654H;Automatic 6-Spd w/Shiftronic;KM8SR4HFXKU309044
752561119.html;$18,297;;;Good Deal;-1;-1;4.7;23 reviews;26;16;FWD;3.7L V6 24V MPFI DOHC;Liquid Silver Metallic;Gasoline;22;Black;30,231;1310020675;6-Speed Automatic;JM3TB2CA6F0452946
752727079.html;$31,990;;$32990;Good Deal;4.9;1370;4.2;13 reviews;40;22;RWD;2.0L I4 16V GDI DOHC Turbo;White;Gasoline;28;Tan;15,594;D49381;9-Speed Automatic;WDC0G4JB8GF105535
767259497.html;$32,100;;$32800;Good Deal;4.6;289;4.5;22 reviews;29;21;AWD;2.0L I4 16V GDI DOHC Turbo;Black;Gasoline;31;Black;52,066;2000250739;8-Speed Automatic;1G6AZ5SX3G0107882
759736867.html;$17,335;$19,335;;;4.9;212;4.8;97 reviews;32;24;FWD;1.6L I4 16V GDI DOHC;Clear White;Gasoline;30;Black;5;R4010;6-Speed Automatic;KNDJN2A22K7005714
765966079.html;$23,598;$27,495;;;4.9;589;4.9;37 reviews;17;22;FWD;1.5 L;Black;Gasoline;28;Charcoal Black;4,743;R79041;Automatic;1FMCU0GD1KUA01353
761820268.html;$26,315;$26,315;;;5;932;4.5;40 reviews;11;28;FWD;4 Cylinder Engine 1.8L;Platinum White Pearl;Gasoline;34;Black;11;9H0285;CVT TRANSMISSION;3CZRU5H79KM704265
732016263.html;$56,755;$69,775;;;4.9;162;4.8;70 reviews;11;16;RWD;5.3L;Black;E85 Flex Fuel;23;Jet Black;10;000C8277;Automatic;1GNSCCKC1JR309425
753729553.html;$33,165;$37,665;;;4.8;1125;5;2 reviews;32;;FWD;3.6L V6 24V MPFI DOHC;Bright White Clearcoat;Gasoline;;Black;0;M31286;6-Speed Automatic;3C6TRVCG0JE157018
759158494.html;$28,095;$31,325;;;4.8;39;4.8;20 reviews;20;18;RWD;Regular Unleaded V-6 3.3 L;Oxford White;Gasoline;23;Medium Earth Gray;5;2318;6-Speed Automatic w/OD;1FTMF1CB7KFA06140
750531148.html;$57,445;;;;4.5;39;4.8;20 reviews;12;19;FWD;3.5L V6 24V GDI SOHC;Canyon Bronze Metallic;Gasoline;26;Espresso;12;19247;9-Speed Automatic;5J8YD3H87KL003032
766708756.html;$21,192;;;Good Deal;4.9;162;4.4;256 reviews;32;21;4WD;3.2 L;Bright White Clearcoat;Gasoline;28;Black;29,635;000P2175;Automatic;1C4PJMDSXFW753152
764084068.html;$38,911;$42,310;;;4.6;262;4.8;181 reviews;5;19;RWD;5.7L V8 16V MPFI OHV;Red;Gasoline;24;Black;26;DT19184;8-Speed Automatic;1C6RREGT4KN596544
766411760.html;$15,981;;;Great Deal;4.7;308;4.8;35 reviews;44;19;FWD;3.5L V6 24V MPFI DOHC;Gray;Gasoline;27;Gray;45,232;TB2452503;6-Speed Automatic;JTHBK1EG9B2452503
763661655.html;$24,670;$24,670;;;5;932;4.9;55 reviews;11;31;FWD;4 Cylinder Engine 1.5L;Crystal Black Pearl;Gasoline;40;Black;11;9H0372;CVT TRANSMISSION;SHHFK7H62KU211547
766729850.html;$26,905;$28,905;;;4.9;482;4.9;10 reviews;16;26;FWD;2.0L I4 16V GDI DOHC Turbo;Platinum Gray W/ Black Roof;Gasoline;33;Cornsilk Beige;18;WU246;6-Speed Automatic;3VW5DAAT8KM504771
765617302.html;$25,992;;;Good Deal;4.9;115;4.8;32 reviews;47;21;FWD;3.5L V6 24V MPFI DOHC;Black Obsidian;Gasoline;27;Java;31,401;BFC541061;Automatic CVT;5N1AL0MNXFC541061
766784064.html;$59,885;$59,885;;;4.9;599;4.7;3 reviews;32;;4MATIC;I4;Polar White;Hybrid;;Black;15;M565622;7G-TRONIC 7-Speed Automatic;WDC0G5EB0KF565622
765743576.html;$31,000;;;Good Deal;4.9;538;4.7;116 reviews;21;16;4WD;3.6L V6 24V MPFI DOHC;Silver;Gasoline;21;;44,661;187680RR;5-Speed Automatic;1C4HJWEG2GL187680
758214493.html;$24,995;;;Great Deal;4.8;1086;4;20 reviews;40;20;4WD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Waitomo Grey Metallic;Gasoline;26;Ebony/Ebony;45,038;28717;9-Speed Automatic w/OD;SALCP2BG1GH552738
760079798.html;$21,515;$21,515;;;5;932;4.5;40 reviews;11;28;FWD;4 Cylinder Engine 1.8L;Crystal Black Pearl;Gasoline;34;Black;11;9H0262;CVT TRANSMISSION;3CZRU5H31KG707172
761342719.html;$22,845;$22,845;;;5;932;4.9;55 reviews;10;25;FWD;4 Cylinder Engine 2.0L;Rallye Red;Gasoline;36;Black;11;9H0332;CVT TRANSMISSION;2HGFC2F87KH524305
766242186.html;$29,991;;;Good Deal;4.9;162;4.8;113 reviews;32;17;RWD;4.0 L;Nautical Blue Pearl;Gasoline;22;Black/Graphite;36,803;000P2170;Automatic;JTEZU5JR5G5115630
766287546.html;$21,500;;;Great Deal;4.7;417;4.6;258 reviews;41;25;FWD;2.4L I4 16V GDI DOHC;;Gasoline;31;;66,684;025734R;Automatic CVT;5J6RM3H9XGL025734
761327366.html;$23,988;$27,560;;;4.6;262;4.6;42 reviews;13;25;FWD;2.5L I4 16V GDI DOHC;Gun Metallic;Gasoline;35;Sport Interior;8;NI19177;Automatic CVT;1N4BL4CV7KC134834
742842484.html;$24,735;$33,985;;;4.8;1125;4.9;84 reviews;32;19;RWD;3.6L V6 24V MPFI DOHC;Gloss Black;Gasoline;30;Black;0;30998;8-Speed Automatic;2C3CCAAGXJH330915
744552976.html;$39,347;$45,110;;;4.6;262;4.8;181 reviews;15;19;4WD;5.7L V8 16V MPFI OHV;Patriot Blue Pearlcoat;Gasoline;24;Black;15;DT19021;8-Speed Automatic;1C6SRFGT3KN592363
761057105.html;$40,755;;;;4.6;409;4.6;67 reviews;18;;FWD;3.5L V6 24V GDI SOHC;Brown;Gasoline;;Mocha;12;H190613;9-Speed Automatic;5FNRL6H77KB066617
766783865.html;$61,945;$61,945;;;4.9;599;4.7;23 reviews;32;22;4MATIC;V6;Polar White;Gasoline;27;Black;10;M554824;9-Speed Automatic;WDC0G6EB4KF554824
745901335.html;$50,672;$55,715;$51672;;4.6;101;4.8;181 reviews;10;19;4WD;5.7L V8 16V MPFI OHV;Diamond Black;Gasoline;24;Red / Black;0;F0082;8-Speed Automatic;1C6SRFLT7KN534178
765262319.html;$41,073;$41,073;;;2.5;10;4.8;49 reviews;6;17;4WD;4.0L V6 24V MPFI DOHC;Classic Silver;Gasoline;20;;10;670015;5-Speed Automatic;JTEBU5JR6K5670015
767228505.html;$8,981;;;Good Deal;4.7;308;4.7;91 reviews;38;18;RWD;3.0L I6 24V MPFI DOHC;Alpine White;Gasoline;28;Beige;75,506;T9NM28711;6-Speed Automatic;WBAPH77539NM28711
764682636.html;$29,994;;;Good Deal;4.8;1086;4.6;25 reviews;42;18;AWD;Intercooled Supercharger Premium Unleaded V-6 3.0 L/183;Scuba Blue Metallic;Gasoline;26;Chestnut Brown;39,048;30365;8-Speed Automatic w/OD;WA1D7AFP1GA024992
761002386.html;$72,540;$72,540;;;4.9;482;4.7;23 reviews;19;19;AWD;2.0L I4 16V GDI DOHC;Crystal White Pearl Metallic;Gasoline;26;Maroon Brown;2;VU117;8-Speed Automatic;YV4A22PL5K1475065
766817960.html;$12,880;;;Great Deal;4.5;64;4.8;79 reviews;22;22;RWD;1.8L;White;Gasoline;31;;77,388;955614TX;Automatic;WDDGF4HB6EA955614
766658099.html;$13,400;;;Good Deal;4.7;417;4.7;195 reviews;49;25;FWD;2.5L I4 16V MPFI DOHC;Gray;Gasoline;35;;90,981;205447R;6-Speed Automatic;4T1BF1FK7GU205447
764241967.html;$18,174;;;Good Deal;5;15;4.8;45 reviews;32;21;AWD;Regular Unleaded I-4 2.4 L/144;Ash Black Mica;Gasoline;28;Beige Two-tone;37,993;0H19115B;6-Speed Automatic w/OD;KM8JUCAG5FU111209
760077424.html;$46,231;;;;4.2;45;5;1 reviews;32;21;AWD;I4;Yulong White;Gasoline;28;Lunar / Light Oyster;7;K1Z40347;Automatic;SADFJ2FX1K1Z40347
758114107.html;$33,901;;;Good Deal;4.8;416;4.7;202 reviews;38;16;4WD;Gas V8 5.3L/325;Victory Red;Gasoline;23;Cocoa/Dune;44,302;134531-P;6-Speed Automatic;3GCUKSECXFG134531
762091349.html;$43,437;$45,950;;;5;169;5;6 reviews;20;20;FWD;3.5L V6 24V MPFI DOHC;Magnetic Black;Gasoline;28;Graphite;0;N19166T;Automatic CVT;5N1AZ2MJXKN105798
760174990.html;$61,395;$72,845;;;4.4;26;5;3 reviews;31;14;4WD;5.3L V8 16V GDI OHV;White Frost Tri-Coat;Gasoline;21;Cocoa / Dune;6;97567;Automatic;1GKS2GKCXKR263019
760531371.html;$13,005;;;Good Deal;4.9;475;4.7;229 reviews;21;25;FWD;2.4L I4 DGI DOHC 16V ULEV II 185hp;Symphony Silver;Gasoline;37;Gray;47,170;FH199854;6-Speed Automatic with Shiftronic;5NPE24AF8FH199854
766975244.html;$18,940;;;Good Deal;4.7;359;4.6;86 reviews;51;21;Front Wheel Drive;2.4L 4 CYLINDER;Black;E85 Flex Fuel;31;Black;24,101;H6344405;6-Speed Automatic;2GKALNEK9H6344405
765964278.html;$22,980;;;Good Deal;4.9;701;4.7;170 reviews;26;27;FWD;2.0L I4 16V MPFI DOHC;Silver Knockout Metallic;Gasoline;31;Black;16,115;HK3620;Automatic CVT;NMTKHMBXXJR056205
765215175.html;$21,800;;;Good Deal;5;25;4.8;78 reviews;25;16;FWD;3.6L V6;Black Raven;E85 Flex Fuel;23;Ebony W/ebony Accents;68,646;25458A;Automatic;3GYFNBE36FS638386
765545609.html;$35,321;$36,738;;;4.8;357;4.5;62 reviews;9;26;FWD;2.5L I4 16V PDI DOHC;White Platinum Tri-Coat;Gasoline;35;;4;KW011906;8-Speed Automatic;2T3Y1RFV5KW011906
762091273.html;$43,790;$46,345;;;5;169;5;6 reviews;20;20;FWD;3.5L V6 24V MPFI DOHC;White;Gasoline;28;Graphite;0;N19146T;Automatic CVT;5N1AZ2MJ6KN104213
761861675.html;$36,257;$45,030;;;5;99;4.6;35 reviews;32;16;4WD;3.6L V6 24V GDI DOHC;Red;Gasoline;18;Jet Black;4;19418;Automatic;1GCGTEEN2K1222348
762080849.html;$27,992;;;Good Deal;4.9;482;4.7;196 reviews;26;18;FWD;3.6L V6 24V GDI DOHC;Deep Black Pearl Effect;Gasoline;25;Shetland V-Tex Leatherette;21,801;PK951;8-Speed Automatic;1V2CR2CAXJC516545
760911188.html;$33,517;$35,235;;;5;169;4.6;22 reviews;21;26;FWD;2.5L I4 16V MPFI DOHC;Gun Metallic;Gasoline;33;Charcoal;0;N19151T;Automatic CVT;5N1AT2MT7KC732649
755956996.html;$110,705;$110,705;;;4.7;308;5;3 reviews;32;17;RWD;4.4L V8 32V GDI DOHC Twin Turbo;Magellan Gray Metallic;Gasoline;25;Ivory White;12;KGM25765;8-Speed Automatic;WBA7F0C54KGM25765
765385714.html;$10,795;;;Great Deal;-1;-1;4.6;84 reviews;32;31;FWD;1.6L I4 16V MPFI DOHC;Red;Gasoline;39;;34,461;1310020467;Automatic CVT;3N1CN7AP4HL881287
759742192.html;$57,653;;;;4.8;1057;5;7 reviews;32;15;4WD;4.6L V8 32V MPFI DOHC;Nebula Gray Pearl;Gasoline;18;Black;3;K5220296;6-Speed Automatic;JTJBM7FX9K5220296
766368840.html;$32,700;;$34100;Good Deal;4.6;289;4.8;143 reviews;29;15;4WD;5.7L V8 32V MPFI DOHC;Silver;Gasoline;19;Black;28,740;2000250546;6-Speed Automatic;5TFDW5F13HX620986
760487597.html;$46,991;$56,085;;;4.6;262;5;4 reviews;14;14;RWD;5.6L V8 32V GDI DOHC;Gun Metallic;Gasoline;19;Charcoal;8;NT19175;7-Speed Automatic;JN8AY2NDXKX010201
767251359.html;$6,877;;;Good Deal;4.8;1125;4.3;52 reviews;38;27;FWD;2.0L I4 16V MPFI DOHC;Brilliant Silver;Gasoline;34;Charcoal;129,827;XRD17265;Automatic CVT;3N1AB6AP4CL717265
749825616.html;$18,831;$21,615;;;4.6;262;4.4;45 reviews;11;31;FWD;1.6L I4 16V MPFI DOHC;Aspen White / Super Black;Gasoline;36;Charcoal;5;NT18654;Automatic CVT;3N1CP5CU8JL525965
763461408.html;$24,112;$25,057;;;5;6;5;34 reviews;24;27;FWD;2.0 L;Magnetic Gray Metallic;Gasoline;31;Black;1;00N34994;Variable;NMTKHMBX5KR084754
766783713.html;$52,991;;;Good Deal;4.9;599;5;7 reviews;47;17;4MATIC;3.0L V6 Direct-Injection BiTurbo;Polar White;Gasoline;21;Almond Beige/Mocha;27,700;P700759;7G-TRONIC PLUS 7-Speed Automatic;4JGDF6EEXGA700759
762032598.html;$31,071;;;Good Deal;4.8;416;4.6;217 reviews;31;;4WD;Regular Unleaded V-8 5.7 L/345;Bright White Clearcoat;Gasoline;;Diesel Gray/Black;21,125;330428;8-Speed Automatic w/OD;1C6RR7LT7GS330428
755719920.html;$31,643;;;;4.8;220;4.8;19 reviews;21;20;FWD;Intercooled Turbo Regular Unleaded I-4 1.5 L/91;White Platinum Metallic Tri-Coat;Gasoline;29;Premium Vinyl Medium Light Stone;10;19920;6-Speed Automatic w/OD;3FA6P0CD6KR160459
759326325.html;$18,205;;;Good Deal;4.8;416;4.7;289 reviews;32;21;FWD;Regular Unleaded I-4 2.4 L/144;Granite Crystal Metallic Clearcoat;Gasoline;30;Lt Frost Beige/Black;32,191;669620-T;9-Speed Automatic w/OD;1C4PJLCB4HW669620
754850124.html;$26,177;$27,400;;;5;169;4.6;22 reviews;19;26;FWD;2.5L I4 16V MPFI DOHC;Gun Metallic;Gasoline;33;Charcoal;7;N19067T;Automatic CVT;5N1AT2MT5KC729555
763676200.html;$20,740;;;Great Deal;4.7;359;4.5;39 reviews;47;20;Rear Wheel Drive;2.0L 4 CYLINDER;Black;Gasoline;28;Black;31,233;F0130793;6-Speed Automatic;1G6AB1RX7F0130793
765970084.html;$52,703;;;;5;169;4.8;22 reviews;20;18;FWD;3.6L V6 24V GDI DOHC;White;Gasoline;25;Cirrus;0;C19059T;8-Speed Automatic;1GYKNCRS3KZ229667
758687383.html;$22,940;;;Good Deal;4.7;359;4.9;173 reviews;54;20;All Wheel Drive;3.5L V6 CYLINDER;Black;Gasoline;27;Black;24,865;JBB18064;6-Speed Automatic;2FMPK4J80JBB18064
747228130.html;$32,146;$35,060;;;5;169;5;32 reviews;20;21;FWD;3.5L V6 24V MPFI DOHC;White;Gasoline;30;Charcoal;0;N18121;Automatic CVT;1N4AA6AP2JC398656
765661195.html;$48,828;$57,895;$57895;;5;99;4.3;30 reviews;32;16;4WD;6.2L V8 16V GDI OHV;Satin Steel Metallic;Gasoline;22;Jet Black;3;19505;Automatic;3GCUYGEL6KG141837
765185585.html;$44,515;$47,265;;;4.9;589;4.9;17 reviews;16;;4WD;6.2 L;Oxford White;Gasoline;;Medium Earth Gray;0;99092;Automatic;1FT7W2B68KED98106
761156846.html;$12,905;$16,230;;;-1;-1;4.7;3 reviews;26;27;;1.6L I4 Ti-VCT;Ingot Silver;Gasoline;35;Charcoal Black;3;KM108678;Automatic;3FADP4AJ5KM108678
757806970.html;$28,005;$31,755;;;4.8;1125;4.8;20 reviews;32;19;RWD;3.6L V6 24V MPFI DOHC;Plum Crazy Pearlcoat;Gasoline;30;Black;0;40366;8-Speed Automatic;2C3CDXBG6KH553453
764982298.html;$18,411;;;Great Deal;4.5;761;4.5;54 reviews;37;19;FWD;2.4L I4 16V GDI DOHC;Serrano Red;Gasoline;25;Beige;14,462;XRD9979;6-Speed Automatic;5XYZT3LB9GG327644
753364557.html;$11,003;;;Good Deal;4.8;416;4.6;120 reviews;26;27;FWD;Regular Unleaded I-4 1.8 L/110;Brilliant Silver;Gasoline;36;Charcoal;75,673;213567-P;1-Speed CVT w/OD;3N1AB7AP2FY213567
760335576.html;$26,240;$27,495;;;5;18;4.9;37 reviews;31;22;FWD;1.5L EcoBoost Engine with Auto Start-Stop Technology;Ingot Silver Metallic;Gasoline;28;Medium Light Stone;5;T19034;Automatic;1FMCU0GD0KUA44274
766130160.html;$22,422;;;Good Deal;4.9;475;4.5;89 reviews;22;15;RWD;Vortec 5.3L V8 SFI VVT Flex Fuel;Black;E85 Flex Fuel;21;Ebony;70,196;DZ354596;6-Speed Automatic Electronic with Overdrive;1GCRCTE04DZ354596
747623189.html;$58,459;$70,020;;;5;99;5;7 reviews;32;;4WD;6.6L V8 32V DDI OHV Turbo Diesel;Cajun Red Tintcoat;Diesel;;Cocoa / Dune;17;19201;6-Speed Automatic;1GC1KTEY9KF132379
766784050.html;$80,775;$80,775;;;4.9;599;5;3 reviews;32;;4MATIC;3.0L V6 BiTurbo;Black;Gasoline;;Black;26;M138891;9-Speed Automatic;4JGED6EB3KA138891
756598841.html;$18,689;;;Good Deal;4.7;176;4.7;107 reviews;32;23;AWD;Regular Unleaded H-4 2.0 L/122;Venetian Red Pearl;Gasoline;30;Ivory;41,299;P262742;6-Speed CVT w/OD;JF2GPABC6HH262742
764202011.html;$43,688;;;Good Deal;4.7;359;4.7;39 reviews;47;15;Four Wheel Drive;6.2L 8 CYLINDER;Silver Coast Metallic;E85 Flex Fuel;22;Tan;53,747;FR508585;8-Speed Automatic;1GYS4NKJ8FR508585
761272134.html;$10,944;;;Good Deal;4.9;49;4.6;12 reviews;39;36;FWD;2.4L I4 MPI Hybrid Electric DOHC;Blue;Hybrid;40;beige;71,708;077720;6-Speed Automatic with Sportmatic;KNAGM4AD4F5077720
758991628.html;$48,515;;;;4.8;1057;4.2;37 reviews;32;22;FWD;3.5L V6 24V PDI DOHC;Nightfall Mica;Gasoline;33;Flaxen;5;KU016718;8-Speed Automatic;58ABZ1B11KU016718
765399159.html;$15,982;;;Great Deal;4.7;308;4.8;85 reviews;45;23;RWD;2.0L I4 16V GDI DOHC Turbo;Blue;Gasoline;35;Beige;51,749;LFNS86546;8-Speed Automatic;WBA3A5G50FNS86546
752138553.html;$51,914;;;;4.8;1057;4.2;37 reviews;32;22;FWD;3.5L V6 24V PDI DOHC;Caviar;Gasoline;31;Black;5;KU006638;8-Speed Automatic;58ABZ1B18KU006638
757713896.html;$26,888;;;Good Deal;4.6;262;4.7;29 reviews;40;22;AWD;2.0L I4 16V GDI DOHC Turbo;Black Raven;Gasoline;30;Morello Red;21,651;207989;8-Speed Automatic;1G6AL1RX9G0104761
764650029.html;$13,877;;;Good Deal;4.7;359;4.8;422 reviews;52;26;Front Wheel Drive;2.5L 4 CYLINDER;Gray;Gasoline;33;Black;47,056;HP547682;Automatic;KNMAT2MT3HP547682
762830319.html;$9,899;;;Good Deal;4.9;212;4.6;58 reviews;40;27;FWD;1.6L I4 16V GDI DOHC;Urban Blue Pearl Metallic;Gasoline;38;Black;42,396;R3911A;6-Speed Automatic;KNADM4A32G6650880
752725077.html;$32,153;;;;4.8;220;4.9;37 reviews;21;23;FWD;Intercooled Turbo Regular Unleaded I-4 1.5 L/92;Agate Black Metallic;Gasoline;30;Activex Seating Material Charcoal Black;10;23608T;6-Speed Automatic w/OD;1FMCU0HD1KUA58859
759283482.html;$17,494;$21,490;;;5;68;4.8;27 reviews;12;28;Front-wheel Drive;I-4 cyl;Machine Gray;Gasoline;37;;3;9648H;Automatic 6-Spd w/Shiftronic;5NPD84LF1KH443717
763601222.html;$53,429;;;;4.8;1057;4.8;20 reviews;32;20;FWD;3.5L V6 24V PDI DOHC;Eminent White Pearl;Gasoline;28;Parchment;11;KC132328;8-Speed Automatic;2T2ZZMCA5KC132328
759877810.html;$40,755;$40,755;;;5;932;4.7;82 reviews;13;18;FWD;V6 Cylinder Engine 3.5L;Deep Scarlet Pearl;Gasoline;26;Beige;11;9H0311;AUTOMATIC;5FNYF5H44KB024490
762153426.html;$13,994;;;Great Deal;4.9;162;4.8;342 reviews;29;28;FWD;1.4L;Cajun Red Tintcoat;Gasoline;39;Jet Black;22,871;000P2137;Automatic;1G1BE5SM6H7155042
761444150.html;$18,100;;;Great Deal;4.9;538;4.6;136 reviews;21;23;FWD;2.5L I4 16V MPFI DOHC;Blue;Gasoline;30;;51,189;254253R;6-Speed Automatic;2T3WFREV4GW254253
766695269.html;$11,990;;;Good Deal;4.9;287;4.7;53 reviews;25;;AWD;3.0L V6 24V MPFI DOHC Flexible Fuel;Black;E85 Flex Fuel;;Almond Mocha;79,991;M14611A;7-Speed Automatic;WDDGF8BB9AR107383
763510098.html;$19,941;;;Good Deal;4.9;475;4.8;559 reviews;26;26;FWD;1.5L DOHC;Summit White;Gasoline;32;jet black;23,620;JS610725;6-Speed Automatic Electronic with Overdrive;3GNAXJEV8JS610725
753969818.html;$32,892;;;Good Deal;4.8;416;4.9;135 reviews;24;17;4WD;Regular Unleaded V-6 4.0 L/241;Silver;Gasoline;20;Black/Graphite;35,351;410447-A;5-Speed Automatic w/OD;JTEBU5JR6H5410447
